name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Urban cozy apartment in Fremont.,7719433,Other neighborhoods,Fremont,47.65372,-122.34742,Entire home/apt,136,30,1,0.02,1,0
Cozy 1BR/1BA Apartment,13566271,Queen Anne,East Queen Anne,47.63893,-122.35628999999999,Entire home/apt,160,30,41,0.69,3,150
"Private, Quiet room close to SPU",26130164,Queen Anne,North Queen Anne,47.64353,-122.36083,Private room,74,2,110,1.86,2,203
Petite 1 Bdrm Apt in N. Beacon Hill,8284327,Beacon Hill,North Beacon Hill,47.57275,-122.30743000000001,Entire home/apt,60,30,57,0.96,5,364
"3BR Bungalow, walk to Green Lake, UW, Whole Foods",2487471,University District,University District,47.67046,-122.31923,Entire home/apt,129,30,0,,1,0
Central Ballard cottage by Swedish Medical Center,33367198,Ballard,Adams,47.67156,-122.3827,Entire home/apt,75,6,215,3.59,1,47
Capitol Hill - Quiet & Great Location,13309620,Capitol Hill,Broadway,47.62297,-122.31891,Private room,139,3,232,3.88,1,265
Peaceful Queen Anne Getaway-Great Location!!!!,33524725,Queen Anne,West Queen Anne,47.6314,-122.36769,Private room,80,2,292,4.89,1,361
Woodland Park 2-bedroom suite,32377507,Other neighborhoods,Fremont,47.66409,-122.34835,Entire home/apt,125,1,265,4.48,3,146
1000 sq ft Modern Lower-level Apt,2593671,Other neighborhoods,Greenwood,47.684,-122.36358999999999,Entire home/apt,120,2,200,3.34,1,164
A Walkers Paradise in Capitol Hill!,6807326,Central Area,Minor,47.6096,-122.31643999999999,Entire home/apt,259,3,264,4.44,2,75
Private 2 BR OASIS,32940818,Capitol Hill,Broadway,47.61994,-122.31833999999999,Entire home/apt,179,1,82,1.37,4,352
Modern luxury unit near downtown,25520296,Central Area,Leschi,47.59794,-122.29293,Entire home/apt,149,3,132,2.25,1,151
Private 1 BR Oasis,32940818,Capitol Hill,Broadway,47.62035,-122.31703,Entire home/apt,119,1,85,1.75,4,354
Beautiful Craftsman home in Ballard,33271187,Ballard,Loyal Heights,47.686690000000006,-122.3914,Entire home/apt,220,30,12,0.2,1,0
Northwest Charm - Green Lake Area,4540636,Other neighborhoods,Green Lake,47.67634,-122.32959,Entire home/apt,120,30,29,0.49,1,0
Retro Greenlake 2-Story 1 Bedroom Apartment,5040298,Other neighborhoods,Wallingford,47.671640000000004,-122.32528,Entire home/apt,85,2,165,2.77,1,326
"2BD, 1.5 Bath View Penthouse",14980831,Downtown,First Hill,47.61215,-122.32971,Entire home/apt,235,3,104,1.77,7,296
"3BR #A-15min Downtown Seattle, Waterfront, Airport",34200049,Rainier Valley,Columbia City,47.56773,-122.29307,Entire home/apt,499,3,116,3.2,1,0
1908 Craftsman - Sunporch Retreat,34219060,Capitol Hill,Portage Bay,47.64582,-122.3214,Private room,37,30,121,2.05,3,0
"Lake Washington Home, The Hammer Manor",29934463,Rainier Valley,Dunlap,47.524570000000004,-122.26092,Entire home/apt,225,3,83,1.4,1,303
Lake Washington / Columbia City Apt,9520139,Seward Park,Seward Park,47.56277,-122.27285,Entire home/apt,99,3,63,1.08,1,170
New Modern Townhome!,7219180,Central Area,Minor,47.610659999999996,-122.3149,Entire home/apt,159,30,132,2.27,2,0
Puget sound/Seattle view townhouse,9843873,Beacon Hill,North Beacon Hill,47.57806,-122.31401000000001,Entire home/apt,480,30,1,0.02,1,364
One bedroom with Lounge,34392395,Queen Anne,West Queen Anne,47.6343,-122.35706,Entire home/apt,125,30,36,0.63,1,365
Lincoln Park Gem  - West Seattle,28930932,West Seattle,Gatewood,47.53803,-122.3956,Entire home/apt,225,30,7,0.12,1,0
A-Frame Architectural Retreat with Lego Kitchen,17740302,Lake City,Matthews Beach,47.70131,-122.2751,Entire home/apt,240,1,360,6.04,1,186
Seattle Studio w/ Ocean View Balcony and Parking,8056060,Queen Anne,Lower Queen Anne,47.62527,-122.3665,Entire home/apt,76,30,17,0.29,1,297
Lovely Private Garden Apartment,34605512,Other neighborhoods,Ravenna,47.674,-122.29358,Entire home/apt,129,3,33,0.56,1,230
Hazel Heights Hideout,30049045,Other neighborhoods,Fremont,47.6542,-122.35999,Entire home/apt,114,21,67,1.13,2,180
Trailside Apartment,34409892,Other neighborhoods,Ravenna,47.66429,-122.30083,Entire home/apt,80,30,0,,1,0
Sweet Dreams Capitol Hill,26861553,Capitol Hill,Stevens,47.62128,-122.30183000000001,Private room,125,1,88,1.48,1,334
Lakeside Suite near Beach and Shops,34779932,Capitol Hill,Madison Park,47.638000000000005,-122.27779,Entire home/apt,109,30,13,0.23,2,80
"Room C 
Warm & Quite Single Bedroom",15984289,Beacon Hill,Mid-Beacon Hill,47.56082,-122.29563999999999,Private room,35,1,460,7.74,6,340
"Room B 
Lovely Queen Size Bedroom",15984289,Beacon Hill,Mid-Beacon Hill,47.5592,-122.29448000000001,Private room,55,1,294,4.99,6,350
Sunny Room in Quiet Neighborhood,20765151,Other neighborhoods,Crown Hill,47.70348,-122.36984,Private room,60,2,39,0.68,1,357
Quiet apt near Greenlake & downtown,34859303,Other neighborhoods,Greenwood,47.68927,-122.35413999999999,Entire home/apt,90,2,124,2.09,1,90
"2 BR Ravenna Hideaway near UW, U Village",1691632,Other neighborhoods,Ravenna,47.67545,-122.30142,Entire home/apt,150,1,157,2.68,1,108
Private mother-in-law studio apt.,34953514,Magnolia,Southeast Magnolia,47.64768,-122.39246999999999,Entire home/apt,76,1,333,5.7,1,113
Contemporary GreenLake Cottage (1BR King); Near UW,34994802,Other neighborhoods,Wallingford,47.67047,-122.32708000000001,Entire home/apt,125,3,54,0.92,1,328
West Seattle M-I-L Apartment,35001718,West Seattle,Genesee,47.56354,-122.37964,Entire home/apt,99,2,174,3.81,1,176
Beautiful 2 bedroom duplex on Capitol Hill,24916371,Capitol Hill,Broadway,47.61602,-122.31405,Entire home/apt,145,30,287,5.47,1,87
"Cheerful, quiet cottage",35017566,Lake City,Victory Heights,47.70303,-122.30455,Entire home/apt,71,2,101,1.72,1,103
West Seattle/Alki Beach Urban Cottage 2 Bedrooms,3078136,West Seattle,North Admiral,47.5867,-122.38743999999998,Entire home/apt,232,1,255,4.95,1,295
Bright Cityscape Condo Walking Distance from Pike Place,74305,Downtown,Belltown,47.61457,-122.34818,Entire home/apt,64,2,70,1.39,51,147
Brand New Modern 1Br inWallingford,35097157,Other neighborhoods,Wallingford,47.66369,-122.32836999999999,Entire home/apt,89,30,90,1.72,1,265
Remodeled Hardwood 3 min walk UW 37,3074414,University District,University District,47.658559999999994,-122.31608999999999,Entire home/apt,110,30,23,0.39,49,126
Private Cottage,3252192,Central Area,Mann,47.608470000000004,-122.29685,Entire home/apt,73,30,6,0.1,1,0
Charming Seattle basement apartment,1782420,Other neighborhoods,Wallingford,47.66437,-122.33063999999999,Entire home/apt,120,1,306,5.15,1,315
The Wallingford Manor,5887608,Other neighborhoods,Wallingford,47.64785,-122.33608000000001,Entire home/apt,150,30,5,0.09,1,0
Fantastic modern home in Leschi,12237174,Central Area,Leschi,47.595259999999996,-122.29721,Entire home/apt,389,30,2,0.03,1,0
Cozy Seattle Bungalow,35242626,Other neighborhoods,Wedgwood,47.6967,-122.29576999999999,Entire home/apt,175,30,0,,1,0
"Quick access to sights,3.5br, 3.5ba, Free Parking",33515006,Magnolia,Lawton Park,47.65103,-122.385,Entire home/apt,345,1,158,2.67,1,259
Family Oasis with Stunning Views,28066144,Seward Park,Seward Park,47.54661,-122.26668000000001,Entire home/apt,279,30,2,0.03,1,0
Mathews Beach House,1891850,Lake City,Matthews Beach,47.69523,-122.27265,Entire home/apt,350,365,20,0.34,1,89
Modern Alaska Junction Remodel,2695710,West Seattle,Genesee,47.56048,-122.39363999999999,Entire home/apt,200,30,19,0.32,2,0
Rustic Spacious Sunny Cap Hill Apt,769622,Capitol Hill,Broadway,47.61482,-122.32506000000001,Entire home/apt,140,30,32,0.54,1,0
Great location in Downtown Seattle!,7728376,Downtown,Central Business District,47.6072,-122.33096,Entire home/apt,140,30,19,0.32,1,0
Beautiful Condo on Caphill,35492206,Capitol Hill,Broadway,47.62319,-122.32722,Entire home/apt,250,30,14,0.24,1,365
Modern Oasis in Magnolia - Monthly or Long Term!,5177328,Magnolia,Southeast Magnolia,47.64002,-122.38816000000001,Entire home/apt,99,30,114,1.96,4,297
nestled behind a park,35566596,West Seattle,Fairmount Park,47.5589,-122.37751000000002,Entire home/apt,62,30,24,0.43,1,362
"Cozy Family Friendly Apt, Free Parking,  2Bd/1Bth",17986403,Central Area,Mann,47.6081,-122.29706000000002,Entire home/apt,110,3,225,3.82,2,44
1 Bedroom Studio with a serene view,5091410,West Seattle,North Admiral,47.58274,-122.38107,Entire home/apt,98,1,314,5.32,2,1
Spacious & bright 2br mid-century,8414513,Other neighborhoods,Broadview,47.71073,-122.35656999999999,Entire home/apt,135,30,60,1.02,1,365
"Relaxing & Modern w/ Easy Access To Dwntn, CH & UW",14386120,Central Area,Mann,47.62022,-122.29858,Private room,64,30,77,1.35,1,283
Peaceful Garden Home,3969704,Lake City,Olympic Hills,47.72991,-122.30963,Entire home/apt,265,3,48,0.81,1,297
"Comfortable, Historic Craftsman Home in Fremont",707754,Other neighborhoods,Fremont,47.66022,-122.35066,Entire home/apt,160,2,132,2.82,1,267
Stylish Urban Oasis Minutes from City Center,9125949,Magnolia,Southeast Magnolia,47.6453,-122.38811000000001,Entire home/apt,275,4,44,0.99,1,1
Photographer's Storyboard,5325813,Central Area,Minor,47.605109999999996,-122.30371000000001,Entire home/apt,210,3,65,1.12,4,82
Beacon hill single bedroom303,20448703,Beacon Hill,Mid-Beacon Hill,47.54312,-122.29966999999999,Private room,38,2,152,2.66,3,79
Clean and comfy 2+1/2 bedroom Home,25189700,Other neighborhoods,Greenwood,47.68439,-122.36086999999999,Entire home/apt,77,30,107,1.84,1,18
1908 Craftsman home - cozy room,34219060,Capitol Hill,Portage Bay,47.64461,-122.32141999999999,Private room,29,30,142,2.41,3,0
Bright + Modern Townhouse w/ 3 Bdrm,12648641,Magnolia,Lawton Park,47.6495,-122.38396000000002,Entire home/apt,250,2,60,1.01,1,98
Luxury Loft Living,35909495,Capitol Hill,Stevens,47.6175,-122.30852,Entire home/apt,100,1,71,1.21,1,8
Modern Downtown/SLU/Amazon Luxury. 98 Walkscore 2,29051256,Downtown,Belltown,47.61533,-122.33391,Entire home/apt,299,30,60,1.02,29,364
Modern Downtown/SLU/Amazon Luxury. 98 Walkscore 1,29051256,Downtown,Belltown,47.6157,-122.33263000000001,Entire home/apt,279,30,31,0.52,29,364
Private Entrance Queen Suite in Ballard Downtown,34872403,Ballard,Adams,47.673,-122.385,Entire home/apt,85,30,182,3.08,1,54
SEATTLE GETAWAY Close to Pike Place! GET HCP Rates,74305,Downtown,Belltown,47.61457,-122.34818,Entire home/apt,74,2,76,1.31,51,135
The El Rey in Frelard,24786046,Ballard,West Woodland,47.66345,-122.36811999999999,Entire home/apt,64,1,538,9.11,2,353
Capitol Hill Apt. in Craftsman Home,8642533,Capitol Hill,Stevens,47.62361,-122.31088000000001,Entire home/apt,145,30,36,0.62,2,365
Capitol Hill Victorian Home - 2 Private bedrooms,13669439,Capitol Hill,Stevens,47.62989,-122.30859,Private room,97,2,30,1.53,3,230
"Fresh, Rustic Cottage with Craftsman Flourishes",8635747,University District,University District,47.6712,-122.31508999999998,Entire home/apt,150,2,107,1.92,1,166
"Stylish 1BD apartment in South Lake Union, self-checkin",8534462,Cascade,South Lake Union,47.62014,-122.33702,Entire home/apt,225,2,37,0.63,312,37
"Private Room, Wallingford, Seattle",282560,Other neighborhoods,Wallingford,47.65817,-122.32715,Private room,75,14,3,0.4,3,112
Big Red House in Heart of Fremont,14057215,Other neighborhoods,Fremont,47.65747,-122.35649,Entire home/apt,450,30,3,0.05,1,0
Cozy Home with Amazing View,36373396,West Seattle,Fauntleroy,47.51862,-122.38637,Entire home/apt,165,2,66,1.14,1,319
"Room D
Quiet Single Bed Room",15984289,Beacon Hill,Mid-Beacon Hill,47.56109,-122.29616000000001,Private room,35,1,368,6.27,6,354
Stunning views of the Seattle skyline,5091410,West Seattle,North Admiral,47.58495,-122.38162,Entire home/apt,89,1,226,3.85,2,0
Overlook a Tranquil Courtyard from a Chic Urban Suite,4411144,Downtown,Belltown,47.61603,-122.34852,Entire home/apt,106,2,116,1.98,2,305
Discover your new home in this luxury 1BD condo,8534462,Cascade,South Lake Union,47.61972,-122.3372,Entire home/apt,225,2,64,1.09,312,38
The Marion Flat on Cherry Hill,2781551,Central Area,Minor,47.61018,-122.30476000000002,Entire home/apt,95,3,264,5.0,3,292
Historic Pike Place Market,13877700,Downtown,Central Business District,47.60862,-122.33821999999999,Entire home/apt,250,6,22,0.38,1,269
Delightful Home - Family Friendly,4343945,Ballard,Sunset Hill,47.68952,-122.39596,Entire home/apt,160,30,10,0.17,1,0
Private apartment in Seattle,14098675,Other neighborhoods,Wedgwood,47.69365,-122.30316,Entire home/apt,90,1,138,2.54,1,21
"Luxurious, top floor of home hosted by an Ewok",9746094,Other neighborhoods,Fremont,47.65382,-122.35472,Private room,77,30,127,5.59,1,269
Fremont's Honey Badger Bunker,30049045,Other neighborhoods,Fremont,47.653240000000004,-122.3574,Entire home/apt,82,21,46,0.79,2,59
Plum Modern - 5 bdrm Tranquility,28770702,Ballard,Adams,47.67289,-122.38891000000001,Entire home/apt,299,2,130,2.32,1,274
Quiet family retreat-great location,685350,Queen Anne,North Queen Anne,47.64096,-122.36828999999999,Entire home/apt,300,30,0,,1,0
Hip Downtown Flat w/AC.  Weekly/Monthly Discounts,18947211,Downtown,Belltown,47.61535,-122.34131000000001,Entire home/apt,120,5,355,6.14,2,348
Madison Valley Garden Cottage,33203690,Central Area,Harrison/Denny-Blaine,47.62303,-122.2953,Entire home/apt,85,3,174,3.01,1,273
"Large, Cheerful Studio Apartment by Lake Washington",10936741,Seward Park,Seward Park,47.55958,-122.26731000000001,Entire home/apt,120,2,169,2.9,1,265
"Large private room, King size bed, close to city",36964583,Central Area,Atlantic,47.59083,-122.29981000000001,Private room,55,1,277,4.79,3,44
Quiet Spacious Apartment with View!,36944932,Magnolia,Lawton Park,47.652440000000006,-122.3897,Entire home/apt,125,30,3,0.05,1,0
North Seattle Charmer,19660299,Other neighborhoods,Bitter Lake,47.723459999999996,-122.35001000000001,Entire home/apt,60,5,149,2.55,1,76
Charming Eastlake Bungalow,2822168,Cascade,Eastlake,47.64208,-122.32461,Entire home/apt,75,30,9,0.16,1,0
Small but comfy room in family home,6223513,Lake City,Olympic Hills,47.72656,-122.30423,Private room,50,1,9,0.15,1,204
Midcentury Gem (Studio),10347841,Magnolia,Lawton Park,47.65038,-122.38925,Entire home/apt,120,2,145,3.19,1,0
Main bus line to Seattle university washington,28379912,Other neighborhoods,Ravenna,47.67993,-122.31043000000001,Private room,35,30,21,0.37,9,180
Modern townhome  in great location,37101658,Central Area,Mann,47.61943,-122.29828,Entire home/apt,180,3,145,2.56,2,365
"Historic Capitol Hill studio, Walk Everywhere!",37151043,Capitol Hill,Broadway,47.61437,-122.31413,Entire home/apt,135,7,307,5.29,3,147
Cozy Ballard One Bedroom,4532827,Ballard,Loyal Heights,47.68244,-122.38701,Entire home/apt,108,30,12,0.21,1,0
Secret Garden Bungalow,7376011,Queen Anne,East Queen Anne,47.637370000000004,-122.35233999999998,Entire home/apt,150,3,101,1.74,1,309
"Quiet Private Room, queen size bed, close to city",36964583,Central Area,Atlantic,47.59214,-122.30008000000001,Private room,50,1,255,4.37,3,30
270 degree view Master on Alki,21574650,West Seattle,Alki,47.5779,-122.4147,Entire home/apt,135,2,4,0.07,2,75
Queen Anne 2BR-Private Rooftop Deck,24798041,Queen Anne,Lower Queen Anne,47.62686,-122.35965,Entire home/apt,160,30,8,0.14,1,0
Stunning 2 BR | 1.5 BA Downtown Seattle location,37283489,Downtown,Belltown,47.6149,-122.34066000000001,Entire home/apt,133,1,225,3.89,1,298
Comfy 2BR Studio in Quaint Magnolia,33610698,Magnolia,Lawton Park,47.65113,-122.39293,Entire home/apt,150,30,149,2.96,2,234
GRANDE - center of seattle,10061445,Other neighborhoods,Wallingford,47.66722,-122.33818000000001,Private room,78,1,303,5.38,5,361
Spacious place near everything!,9742904,Downtown,First Hill,47.61166,-122.3232,Entire home/apt,120,30,1,0.02,1,0
"Skylights, Privacy & Convenience",37349992,West Seattle,North Admiral,47.57629,-122.3876,Entire home/apt,77,3,132,2.27,1,158
Seattle Explorer room at a Capitol Hill Inn,12796487,Capitol Hill,Stevens,47.618,-122.30807,Private room,115,30,30,0.62,12,243
B4 · Capitol Hill AND Economical,12796487,Capitol Hill,Stevens,47.6182,-122.3089,Hotel room,95,30,34,0.72,12,69
3 bedroom in center of the universe,37453523,Other neighborhoods,Fremont,47.65487,-122.35054,Entire home/apt,300,1,129,2.24,1,252
Walker's Paradise by UW in❤️SEA Clean Cozy Comfy,37461306,University District,University District,47.656659999999995,-122.32031,Entire home/apt,195,1,254,4.36,2,300
Whitman Acres: Under the Stairs!,20184201,Other neighborhoods,Fremont,47.6576,-122.3465,Private room,58,2,82,1.45,3,306
Vintage and Unique Carriage House,4496068,Capitol Hill,Broadway,47.62825,-122.32518999999999,Entire home/apt,295,30,6,0.1,1,0
Room One,15288819,Northgate,North College Park,47.696709999999996,-122.33198999999999,Private room,65,2,51,0.88,3,171
"Magnolia charm, close to downtown",37723023,Magnolia,Lawton Park,47.65947,-122.40187,Entire home/apt,200,30,2,0.04,1,0
Seattle Above Lake Washington,10104021,Central Area,Madrona,47.61553,-122.28299999999999,Entire home/apt,89,2,222,3.88,1,65
A beautiful house with a lake view,37795322,Lake City,Cedar Park,47.72318,-122.28289,Private room,60,2,62,1.09,2,82
Private North Beach Ocean View Room,37801519,Other neighborhoods,North Beach/Blue Ridge,47.70013,-122.39228,Private room,99,30,89,1.54,1,180
Monthly or Long Term Atelier of Your Own!,5177328,Magnolia,Southeast Magnolia,47.64033,-122.38665,Entire home/apt,99,30,136,2.35,4,0
Private room/bath just for you!,37373833,Central Area,Minor,47.60415,-122.30323,Private room,69,30,84,1.44,1,365
Seattle 1BR apartment,37883624,Capitol Hill,Broadway,47.62388,-122.32625,Entire home/apt,130,30,35,0.61,1,229
1 Bedroom Apt near Downtown Seattle,26713142,Central Area,Atlantic,47.60011,-122.30375,Entire home/apt,115,30,7,0.12,1,0
The Traveler Craftsman - w/ HOT TUB,5720753,Other neighborhoods,Green Lake,47.67606,-122.32328000000001,Entire home/apt,140,30,13,0.23,1,0
University Tranquility #1: Cozy Comfort,724729,Other neighborhoods,Ravenna,47.66787,-122.29913,Private room,45,5,24,0.5,3,365
Modern Home in Beacon Hill,36633617,Beacon Hill,Mid-Beacon Hill,47.55552,-122.30332,Entire home/apt,100,30,8,0.14,1,362
Standard room with 3/4 bath by UW,37952534,University District,University District,47.66834,-122.31518999999999,Private room,70,2,121,2.08,2,342
Deluxe Room/Full Bath in U District,37952534,University District,University District,47.66852,-122.31545,Private room,78,2,106,1.83,2,343
Modern Downtown 1BD. 100 WS 1,29051256,Cascade,South Lake Union,47.61882,-122.33706000000001,Entire home/apt,299,30,55,0.95,29,364
Rambler in Greenwood.,1538243,Other neighborhoods,Greenwood,47.68812,-122.34935,Entire home/apt,100,30,3,0.05,1,0
"180 degree, unobstructed bluff view!",26017435,West Seattle,North Admiral,47.58941,-122.38351000000002,Entire home/apt,195,2,105,2.08,1,316
Lake Union Hacker House - 2FL 4p 2L,1243056,Other neighborhoods,Wallingford,47.650859999999994,-122.33134,Shared room,38,30,6,0.12,57,363
Cozy charming 1 bedroom apartment,32134569,Rainier Valley,Columbia City,47.554629999999996,-122.27462,Entire home/apt,70,2,299,5.28,1,296
