Company,Active Brand (Y/N),Headquarters,Employees,Founded,Last Acquired,Lead Executive,Owner/Major Investor,Parent Company,Parent Stock Ticker,Parent Public Exposure,Primary Sector,Primary Sub-sector,Secondary Sector,Secondary Sub-sector,Immigration Detention Involvement,Supports Prison Labor,"Harm Score
(3-15)",Divestment (Y/N),Annual Revenues (Mn),Revenue Fiscal Year," Prison Industry Revenue Only
(Y/N)",Political Spending (Cumalative Since 2010),Notes,Website,Corrections,Immigration Detention,Prison Labor,Financials,Other 
ITW Food Equipment Group,Y,OH,,1912,,,,Illinois Tool Works,ITW,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,7,,2123,2017,N,,Created as specialty subsidiary,https://www.itwfoodequipment.com/,TDCJ Spending,,,https://www.sec.gov/Archives/edgar/data/49826/000004982618000017/itw-20171231x10k.htm,
iVars,Y,WI,,2006,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,Y,,,,,N,,,http://www.ivarsUSA.com/,https://www.nationalcia.org/corporate-members,,https://www.nationalcia.org/corporate-members,,
iWebVisit,Y,,,,,,,,,Tier 4 - Small Privately-Owned,Telecom,Prison Communications,,,,,,,,,Y,,,https://www.iwebvisit.com/,See website,,,,
J & W Transportation,N,PA,,,,,,,,Tier 4 - Small Privately-Owned,Transportation,Visitor Transportation,,,,,,,,,Y,,,,http://www.cor.pa.gov/Inmates/Visiting/Pages/Inmate-Family-Transportation-Services.aspx,,,,
J D Hudgins,Y,TX,,1908,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,https://www.jdhudgins.com/,TDCJ Spending,,,,
J Register Company,Y,FL,80,1981,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,,,,,,,13.4,2018,N,,,http://jregco.com/,http://www.dc.state.fl.us/business/contracts/,,,PrivCo (www.privco.com),
J Weiner & Co,Y,VA,,1911,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://www.jweiner.com/,http://www.dc.state.fl.us/business/contracts/,,,,
J. H. Whitney Capital Partners ,Y,CT,,1946,,,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,9,,,,N,,,https://www.whitney.com/,See CJ Foods,,,,
J2 Acquisition,Y,United Kingdom,3,,,James E. Lillie,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Investor,Equity/Debt Investor,,,,,,,,,N,,,,See APi Systems,,,,https://www.morningstar.co.uk/uk/news/AN_1570035046557791900/j2-acquisition-changes-name;-issues-49-million-shares-in-api-buy.aspx
J3 Digital Forensics,Y,NY,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,,,Y,,,http://www.j3digitalforensics.com/,See website,,,,
Jack L. Marcus,Y,WI,90,1991,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Commissary,,,,,,,31,2018,Y,,,https://jlmarcuscatalog.com/,See website,,,PrivCo (www.privco.com),
Jackson WWS,Y,KY,,1925,2013,,,Hoshizaki,6465-JP,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,7,,,,N,,Acquired by Hoshizaki in 2013,https://www.jacksonwws.com/,https://www.floorplangenie.com/Events/fpg_ACFSA/ACFSA2017/Public/fpg.aspx,,,,https://www.jacksonwws.com/2013/01/28/hoshizaki-usa-holdings-inc-acquires-jackson-msc-inc/
Jacobs Engineering,Y,TX,54700,1947,,Steve Demetriou,,,J,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Construction & Maintenance,Architecture & Engineerging,Construction & Maintenance,Construction,,,12,Y,12737.868,2019,N,,Parent of CH2M Hill,http://www.jacobs.com/,TDCJ Spending,,,FactSet,https://www.jacobs.com/newsroom/news/jacobs-receives-contract-federal-bureau-prisons-federal-correctional-institution-0
Jag Textile,Y,FL,,2012,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,Y,,,,,N,,,,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004211-T.pdf,,See corrections source,,
Jail Advertising Network (formerly Partners for A Safer America),Y,ID,,1999,,,,,,Tier 4 - Small Privately-Owned,Financial Services,Agency Payment Processing,,,,,,,,,Y,,,https://www.jailadvertisingnetwork.com/,See website,,,,
Jail Time Consulting,Y,UT,,,,,,,,Tier 4 - Small Privately-Owned,Other,Other,,,,,,,,,Y,,Consulting on how to serve time,http://www.jailtimeconsulting.com,See website,,,,
JailATM,Y,,,,,,,,,Tier 4 - Small Privately-Owned,Telecom,Prison Communications,Financial Services,Money Transfers,,,,,,,Y,,,https://deposits.jailatm.com/WebDeposits/,See website,,,,
Jailcraft,Y,MD,,1977,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,Security Equipment,Construction & Maintenance,Construction,,,,,,,Y,,,http://www.jailcraftinc.com/,See website,,,,
Jails Correctional Products,Y,OH,17,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,4.2,2017,Y,,,http://www.fabcor.com/jailmain_catalog.htm,See website,,,http://correctionalnews.com/wp-content/uploads/2017/11/DEC_Report_17.pdf,
Jamieson Manufacturing,Y,TX,440,1943,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,110,2018,N,,,https://jamiesonfence.com/,http://correctionsmarketplace.com/,,,PrivCo (www.privco.com),
Japonica Tactical,Y,Pakistan,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,N,,,http://www.japonicatactical.com/,See website,,,,
"Jatal (dba Aedec Pro Straints, Accel Plastics)",Y,WA,,1986,,John Hollen,,,,Tier 4 - Small Privately-Owned,Transportation,Prison Transportation,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,Y,,,http://www.aedec.com/,See website,,,,
Jatom Systems (dba JSI Telecom) ,Y,Canada,,1979,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,Y,,,,,,N,,,https://www.jsitelecom.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,,
Java Holdings,Y,CA,,1991,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,N,,,http://www.javaholdings.com/,https://www.floorplangenie.com/Events/fpg_ACFSA/ACFSA2017/Public/fpg.aspx,,,,
Java Productions,Y,VA,290,2004,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,Y,,,,58,2018,N,,,https://www.jpidev.com/our-story,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),
Jay Bee Distributors,Y,NY,,1975,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Commissary,,,,,,,,,N,,,http://www.jaybeedist.com/,NYS DOCCS Spending,,,,
Jay O'Day Inc,Y,CA,,,,,,,,Tier 4 - Small Privately-Owned,Programs & Labor,"Education Services, Materials, & Technology",Programs & Labor,Other,,,,,,,Y,,,http://www.jayoday.com/,See website,,,,
JayKay Staffing,Y,FL,,2003,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,Personnel,Third Party Staffing,,,,,,,N,,,,https://facts.fldfs.com/Search/ContractSearch.aspx,,,,
JDL Digital Systems,Y,WA,,2003,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,Y,,,,,,N,,,,,GovSpend,,,
JDS Industries,Y,SD,330,1973,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,Y,,,170,2018,N,,,http://www.jdsindustries.com/,TDCJ Spending,,See corrections source,PrivCo (www.privco.com),
Jeffries Land & Cattle,Y,OK,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://jeffriescattle.com/,TDCJ Spending,,,,
Jenmax Foods,Y,CA,,2000,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,,,,,,,,,N,,,http://www.jenmaxfoods.com/,http://www.jenmaxfoods.com/customers2.html,,,,
Jenny Service,Y,NV,25,1994,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Commissary,Programs & Labor,Vocation/Industries (Prison Labor),,Y,,,21,2018,N,,,http://jennyservice.co/,https://www.nationalcia.org/corporate-members,,See corrections source,PrivCo (www.privco.com),
Jersey Tactical,Y,NJ,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,N,,,http://jerseytactical.com/,See website,,,,
Jess Howard Electric,Y,OH,130,1945,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,30,2018,N,,,http://www.jesshowardelectric.com,http://www.jesshowardelectric.com/portfolio,,,PrivCo (www.privco.com),
Jet Belt,Y,MT,,2014,,,,,,Tier 4 - Small Privately-Owned,Programs & Labor,Vocation/Industries (Prison Labor),,,,Y,,,,,N,,,https://jeltbelt.com/,https://435bd23a-f4be-41cf-aa06-68751a4fd6ce.usrfiles.com/ugd/435bd2_32bc2006882b43af919b81b575a9de79.pdf,,https://www.nationalcia.org/statistical-reports,,
Jetco,Y,IA,,1989,,,,,,Tier 4 - Small Privately-Owned,Programs & Labor,Vocation/Industries (Prison Labor),,,,Y,,,,,N,,,http://www.jetcoelectric.com/,https://435bd23a-f4be-41cf-aa06-68751a4fd6ce.usrfiles.com/ugd/435bd2_32bc2006882b43af919b81b575a9de79.pdf,,https://www.nationalcia.org/statistical-reports,,
JG Innovations,Y,WI,,2009,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://www.jgius.com/,https://www.jgius.com/projects#59439-jails-prisons-and-detention-center,,,,
JH Ham Engineering,Y,FL,,1974,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,,,N,,,http://www.jhhamengineering.com/,FL DOC Spending,,,,
Jiffy Food Service,Y,MI,,,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,Programs & Labor,Vocation/Industries (Prison Labor),,Y,,,,,N,,,http://www.jiffyfoodservice.com/,https://www.nationalcia.org/corporate-members,,See corrections source,,
JIMGLO Trailers,Y,AZ,,1969,,,,,,Tier 4 - Small Privately-Owned,Programs & Labor,Vocation/Industries (Prison Labor),,,,Y,,,,,N,,,https://www.jimglo.com/,https://435bd23a-f4be-41cf-aa06-68751a4fd6ce.usrfiles.com/ugd/435bd2_32bc2006882b43af919b81b575a9de79.pdf,,https://www.nationalcia.org/statistical-reports,,
Jimmy Sanders,Y,MS,,1953,2012,,,Pinnacle Agriculture,,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,Acquired by Pinnacle Agriculture in 2012 for $750 M,http://www.sanders.com/,TDCJ Spending,,,PrivCo (www.privco.com),http://www.pinnacleag.com/our-brands/sanders/
Jim's Asphalt,Y,AL,,,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,,,,,,,,,N,,,,http://www.al.com/news/birmingham/index.ssf/2018/03/etowah_sheriff_pocketed_over_7.html,,,,https://www.manta.com/c/mm5572g/jim-s-asphalt-llc
JIST Career Solutions,Y,IN,,1981,2018,,CIP Capital,Carnegie Learning,,Tier 2 - Investment Firm-Owned,Programs & Labor,"Education Services, Materials, & Technology",,,,,8,,,,N,,,https://jist.com/,California Spending Data - 2018,,,,https://www.businesswire.com/news/home/20180906005141/en/Carnegie-Learning-New-Mountain-Learning-Merge-Create
JLG Technologies,Y,MA,,2005,2014,,Platinum Equity,Aventiv Techologies/Securus Technologies,,Tier 2 - Investment Firm-Owned,Telecom,Telecom Surveillance & Security,,,,,12,Y,,,Y,,Acquired by Securus in 2014,http://jlgtechnologies.com/,See website,,,,http://www.prnewswire.com/news-releases/securus-technologies-inc-announces-acquisition-of-jlg-technologies-and-affiliated-companies-262787501.html
Jmail,Y,CA,,,,,,Prison Inmates Online,,Tier 4 - Small Privately-Owned,Telecom,Prison Communications,,,,,,,,,Y,,Product brand,https://jmail.cc/,See website,,,,
JMS Russel Metals,Y,Canada,,1929,, John G. Reid,,,RUS-CA,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,Y,9,,2602.47787,2019,N,,Financials converted from CAD,https://www.russelmetals.com,See Norton Metals,,See corrections source,FactSet,
JNS Foods,Y,FL,,,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,,,,,,,,,N,,,http://www.jnsfoods.com/,https://purchase.tdcj.texas.gov/PurchasePrint/loadFormFormAction.action?mastId=12462249&selection=1,,,,http://www.acfsa.org/marketplace/marketplaceSearch.php?mCritQ=2
JobView,Y,MN,,1995,,,,,,Tier 4 - Small Privately-Owned,Programs & Labor,Vocation/Industries (Prison Labor),,,,Y,,,,,Y,,Exclusive distribution agreement with Securus,http://www.jobview.com/website/StartPage.aspx,See website,,See corrections source,,
John E Reid & Associates,Y,IL,,1947,,,,,,Tier 4 - Small Privately-Owned,Personnel,Staff Training,,,,,,,,,N,,,https://www.reid.com/,http://ajaproductserviceresource.com/,,,,
John R Wald,Y,PA,,1924,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,Y,,,,,N,,,http://www.jrwald.com/,https://www.nationalcia.org/corporate-members,,https://www.nationalcia.org/corporate-members,,
Johnson Controls,Y,WI,121000,1885,,George R. Oliver,,,JCI,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Construction & Maintenance,Construction,Construction & Maintenance,Maintenance Services,Y,,12,Y,23968,2019,N,,,http://www.johnsoncontrols.com/,http://www.johnsoncontrols.com/insights/2015/building-efficiency/case-study/indiana-department-of-corrections,https://worthrises.org/immigration,,FactSet,
Johnson Industrial Machinery,Y,NC,,1982,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,,,,,,,,,N,,,https://www.jimsinc.net/,https://www.jimsinc.net/gallery.php,,,,
Johnson Plastics Plus,Y,OK,,1970,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://www.johnsonplastics.com/burlane,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003916-T.pdf,,,,
Johnson-Lancaster And Associates,Y,FL,2100,1980,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,149.5,2018,N,,,https://www.johnson-lancaster.com/,FL DOC Spending,,,PrivCo (www.privco.com),
Johnstone Supply,Y,OR,15,1953,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,7,2018,N,,,https://www.johnstonesupply.com/storefront/index.ep,FL DOC Spending,,,PrivCo (www.privco.com),
Joint Venture Electronics,Y,CA,,,,,,,,Tier 4 - Small Privately-Owned,Programs & Labor,Vocation/Industries (Prison Labor),,,,Y,,,,,N,,,https://www.linkedin.com/company/joint-venture-electronics,https://435bd23a-f4be-41cf-aa06-68751a4fd6ce.usrfiles.com/ugd/435bd2_32bc2006882b43af919b81b575a9de79.pdf,,https://www.nationalcia.org/statistical-reports,,
Jolly Technologies,Y,CA,,2000,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,,,N,,,https://www.jollytech.com/,http://ajaproductserviceresource.com/,,,,
Jones Fiber Products,Y,TN,,1936,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://www.jonesfiber.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004204-T.pdf,,,,
"Jones Metal Products, The",Y,OH,,1923,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,N,,,http://www.jmpforming.com/,FL DOC Spending,,,,
Jones Walker,Y,FL,,1937,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Operations & Management,"Procurement, Contracting, & Other Admin Services",,,,,,,,,Y,1308477.76,,http://www.joneswalker.com/professionals.html,FL DOC Spending,,,,
Jones-Neitzel,Y,TX,,1946,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,,,,,,,,,N,,,https://www.jonesneitzel.com/,http://www.tjjd.texas.gov/procurement/home/index?path=/Austin%20Office%20Puchase%20Orders,,,,
"JonesZylon, The",Y,OH,,2014,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Commissary,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,N,,,http://www.joneszylon.com/,https://www.floorplangenie.com/Events/fpg_ACFSA/ACFSA2017/Public/fpg.aspx,,,,
"Jordan Company, The",Y,NY,,1982,,John W. Jordan II,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,7,,,,N,,,https://www.thejordancompany.com/,See Heritage Parts,,,,
Journal Technologies,Y,CA,,,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,"Arrest, Court, & Probation Data Systems",,,,,,,,,Y,,,http://journaltech.com/,See website,,,,
Journey Air Conditioning,Y,CA,,1989,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,,,N,,,https://journeyac.com/,California Spending Data - 2018,,,,
JP Morgan Chase,Y,NY,252539,1799,,Jamie Dimon,,,JPM,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Investor,"Construction, Equipment, & Acquisition Financing",Investor,Securities Investor,Y,,9,,118692,2019,N,,,https://www.jpmorganchase.com/,https://www.inthepublicinterest.org/wp-content/uploads/ITPI_BanksPrivatePrisonCompanies_Nov2016.pdf,https://news.littlesis.org/2018/06/21/who-is-profiting-from-incarcerating-immigrant-families/,,FactSet,https://www.nytimes.com/2019/03/06/business/jp-morgan-prisons.html
JP Rifles,Y,,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,Y,,,,,,N,,,https://www.jprifles.com,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,,
JPay,Y,FL,255,2002,2015,,Platinum Equity,Aventiv Techologies,,Tier 2 - Investment Firm-Owned,Financial Services,Money Transfers,Telecom,Tablets,,,12,Y,120,2018,Y,3700,Acquired by Securus in 2015 for $250 M,https://www.jpay.com/,See website,,,PrivCo (www.privco.com),https://www.prnewswire.com/news-releases/securus-technologies-inc-to-acquire-jpay-inc-300065531.html
JPE Healthcare Staffing,Y,GA,,2002,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,Personnel,Third Party Staffing,,,,,,,N,,,http://www.jpehealth.com/,https://facts.fldfs.com/Search/ContractSearch.aspx,,,,
J-Sat,Y,CO,,1997,,,,,,Tier 4 - Small Privately-Owned,Personnel,Staff Training,,,,,,,,,N,,,http://www.j-sat.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003665-T.pdf,,,,
Judicial Correction Services,Y,GA,450,2001,2017,,HIG Capital,Universal Health Services,,Tier 2 - Investment Firm-Owned,Community Corrections,"Probation, Parole, & Other Supervision",Community Corrections,Electronic Monitoring,,,13,Y,23,2017,Y,,Acquired by Correctional Healthcare Companies in 2011; Acquired by GTCR as part of Correctional Healthcare Companies in 2012 and then rolled up into Correct Care Solutions in 2014; Sold by Correct Care Solutions to Professional Probation Services in 2017,https://ppsfamily.com/history/,https://www.hrw.org/report/2018/02/20/set-fail/impact-offender-funded-private-probation-poor,,,PrivCo (www.privco.com),https://ppsfamily.com/history/
Jupiter Aluminum Corp,Y,IN,430,1992,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,Y,,,330,2018,N,,,http://www.jupiteraluminum.com/,https://www.nationalcia.org/corporate-members,,See corrections source,PrivCo (www.privco.com),
Just Care,N,SC,,1998,2009,,,"GEO Group, The",GEO,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Medical Healthcare,Healthcare,Mental Health Services,,,13,Y,30,2015,Y,,Acquired by GEO Care in 2009 for $40 M; 2015 financials,,https://www.geogroup.com/history_timeline,,,http://www.businesswire.com/news/home/20090831005406/en/GEO-Group-Announces-Acquisition-Care-Increases-2009,
Just Right Packages,Y,CA,,,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Commissary,,,,,,,,,N,,,https://USA.justrightpackages.com/,http://www.prisontalk.com/forums/showthread.php?t=665277,,,,
Justice AV Solutions,Y,KY,150,1981,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,23,2018,Y,,,http://javs.com/,See website,,,PrivCo (www.privco.com),
Justice Benefits,Y,TX,,1997,,,,,,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",,,,,,,,,Y,,,https://www.jbirms.com/,See website,,,,
Justice Packaging Corp,Y,GA,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,Y,,,http://www.justicepackaging.com/,See website,,,,
Justice Solutions,Y,TX,,,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,,,Y,,,http://www.justicesolutions.com/,http://www.justicesolutions.com/company,,,,
Justice Solutions of American,Y,FL,,1985,,,,,,Tier 4 - Small Privately-Owned,Other,Other,,,,,,,,,Y,,Consulting on how to serve time,http://www.justicesolutionsofamerica.com/,See website,,,,
Justice Systems,Y,AZ,10,1982,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,"Arrest, Court, & Probation Data Systems",,,,,,,2.5,2017,Y,,,http://www.justicesystems.com/,See website,,,http://correctionalnews.com/wp-content/uploads/2017/04/SEC-Report_17.pdf,https://www.najis.org/sponsors
